0.00081776,-0.20803,-0.020997,-0.064262,0.13469,0.050881,-0.019262,-0.021916,0.041018,0.042617,-0.008053,-0.073002,-0.11065,-0.027236,-0.056327,0.20072
0.033801,0.030319,-0.041993,-0.016235,0.086986,0.076963,-0.020047,-0.25267,0.030043,0.026397,-0.0019217,-0.094665,-0.098188,-0.0095903,-0.085072,0.2416
0.016628,0.099049,-0.068165,-0.085908,0.11617,0.082174,-0.011505,-0.17157,0.023733,0.025761,-0.011164,-0.1144,-0.078099,-0.033374,-0.11131,0.30727
0.004634,0.20335,-0.067869,-0.09876,0.11336,0.058811,-0.025916,-0.14402,0.012895,0.033712,-0.018302,-0.090807,-0.064241,-0.0061378,-0.10388,0.32338
-0.036527,0.54078,-0.034452,-0.040586,0.048824,0.013746,-0.026069,-0.31967,0.0026065,0.014948,-0.013086,-0.031011,-0.048235,-0.011892,-0.082565,0.20939
-0.025078,0.47459,0.0076889,-0.055468,-0.020203,-0.023111,-0.0049911,-0.31685,-0.0071336,0.018128,-0.0049416,-0.0051932,-0.052854,-0.021099,-0.066536,0.039648
-0.026441,0.2626,0.034452,-0.071026,-0.10438,-0.020795,-0.029502,0.028491,-0.011112,0.03721,-0.0015557,0,-0.066068,-0.014961,-0.046208,-0.058233
-0.010903,0.27118,0.036078,-0.0033822,-0.14086,0.016918,-0.030334,0.31779,-0.0072708,0.022263,-0.011164,-0.084724,-0.052639,-0.069434,-0.020417,-0.0731
0.012812,-0.026453,0.022032,-0.012176,-0.20203,0.057728,-0.026057,0.15936,-0.010975,0.0022263,-0.029192,-0.11737,-0.0060159,-0.044499,0.022746,-0.017965
-0.0169,-0.54876,0.015673,-0.04938,-0.31708,0.080311,-0.070919,-0.20758,-0.02195,0.0073148,-0.044383,-0.050152,0.055325,0.033758,0.066357,0.029116
-0.046612,-0.3724,0.012273,0.038557,-0.40238,0.080739,-0.045776,-0.28617,-0.03608,-0.0015902,-0.048409,-0.0063802,0.07724,0.060227,0.091699,0.055755
-0.028894,-0.052363,0.00073931,0.012176,-0.43381,0.038242,-0.0001406,-0.10614,-0.043762,-0.021626,-0.042187,0.015135,0.061448,0.059076,0.096624,0.006195
0.019899,-0.15105,0.0039923,-0.020293,-0.4411,-0.059566,-0.036403,-0.016594,-0.060499,-0.017174,-0.041455,0.011128,0.040178,0.060227,0.09358,-0.059472
-0.016628,0.075585,0.00059145,0.0047351,-0.41136,-0.16609,-0.061616,-0.11428,-0.091639,-0.043889,-0.054815,-0.025818,0.037814,0.021482,0.102,-0.020443
-0.025351,0.37047,-0.030755,-0.016235,-0.36646,-0.22094,-0.0017926,-0.24797,-0.11304,-0.041981,-0.054449,0.0013354,0.046301,0.016879,0.13334,0.050799
0.004634,0.17439,-0.072453,-0.023675,-0.32774,-0.21379,0.065283,-0.27396,-0.12127,-0.048978,-0.042644,-0.029824,0.065208,0.088998,0.15644,0.10717
-0.0016355,0.014676,-0.086943,-0.0020293,-0.25366,-0.16616,0.029759,-0.069819,-0.12209,-0.073466,-0.034866,-0.075376,0.076488,0.055624,0.17641,0.083632
0.025351,0.0058282,-0.054266,0.011499,-0.14311,-0.10287,-0.00080842,0.20007,-0.1162,-0.072194,-0.031846,-0.053268,0.075629,0.068283,0.20731,-0.052657
0.014992,-0.20658,-0.018483,0,-0.034794,-0.06012,0.04396,0.17439,-0.11716,-0.074738,-0.027362,-0.0048965,0.055432,0.085162,0.24573,-0.19948
-0.022352,-0.25403,0.0090196,-0.022323,-0.002806,-0.069209,0.13699,-0.067315,-0.12744,-0.066788,-0.024983,0.025224,0.038889,0.060227,0.27089,-0.34072
-0.041978,-0.046052,0.038149,0.037204,-0.05612,-0.11568,0.088716,-0.21572,-0.12209,-0.089686,-0.01757,0.066622,0.031691,0.087847,0.2854,-0.37975
-0.048793,-0.056833,0.056336,-0.0027058,-0.083618,-0.14521,-0.061651,-0.2511,-0.099322,-0.12753,0.0029284,0.0014838,0.04426,0.068283,0.29417,-0.33886
-0.023988,-0.054145,0.062842,-0.022999,-0.0072956,-0.1109,-0.020515,-0.34565,-0.07408,-0.12912,0.012903,-0.058906,0.039318,0.062912,0.29677,-0.34258
-0.026441,0.021954,0.074079,0.06088,0.06566,-0.014375,0.063795,-0.47872,-0.050758,-0.11068,0.0085105,-0.015135,0.033732,0.026469,0.30617,-0.3909
-0.02317,-0.0089084,0.083838,0.018264,0.039845,0.10184,0.046818,-0.4089,-0.025928,-0.10877,0.0094257,0.027895,0.055217,0.03606,0.31504,-0.52967
-0.0019081,-0.17165,0.091527,-0.0027058,-0.041529,0.18615,0.08383,-0.14402,-0.0039784,-0.10718,0.010066,-0.010683,0.080893,0.086696,0.31387,-0.60711
-0.038707,-0.57171,0.093449,0.066291,-0.090914,0.20876,0.1659,-0.012524,0.013444,-0.1288,0.0071379,-0.053119,0.077885,0.012659,0.30116,-0.51852
-0.038162,-0.47326,0.065651,0.12988,-0.07015,0.17084,0.028025,-0.059174,0.027025,-0.12372,0.0014642,-0.03294,0.019337,-0.018797,0.26372,-0.4194
-0.032983,-0.076824,-0.0050273,0.1752,-0.034233,0.081998,-0.16065,-0.1077,0.043762,-0.1164,0.0053076,-0.091252,-0.095395,-0.062145,0.21116,-0.3494
-0.036799,0.28736,-0.070678,0.19887,-0.026376,-0.00032729,-0.12288,-0.10457,0.059813,-0.13039,0.018028,0.037688,-0.24687,-0.17493,0.18474,-0.30417
-0.020989,0.41999,-0.10336,0.19211,-0.002806,0.0020392,-0.10784,0.13369,0.076549,-0.13453,0.024708,0.10683,-0.42906,-0.12122,0.18868,-0.36674
-0.062422,0.7012,-0.14372,0.11364,0.060048,0.078071,-0.14786,0.62524,0.094246,-0.10813,0.022329,0.16871,-0.57473,-0.041814,0.19379,-0.37789
-0.091862,0.7843,-0.17433,0.11364,0.10214,0.14816,-0.18788,0.83783,0.11661,-0.10145,0.016014,0.16069,-0.57452,-0.047568,0.18492,-0.26576
-0.10249,0.34136,-0.19444,0.075085,0.12627,0.19751,-0.10029,0.4424,0.1461,-0.1005,0.011164,0.064841,-0.31476,0.016879,0.18008,-0.21558
-0.084229,-0.1085,-0.23421,0.038557,0.15321,0.23917,0.084861,-0.13557,0.16023,-0.088096,0.0097917,0.24111,0.19895,0.065598,0.16316,-0.24718
-0.040343,-0.26574,-0.25033,0.065615,0.16162,0.22245,0.11173,-0.26456,0.15488,-0.11099,0.019217,0.25758,0.73029,0.010358,0.12958,-0.20196
-0.0062695,-0.20317,-0.22342,-0.031793,0.15601,0.13152,0.068095,-0.0050095,0.13993,-0.10559,0.028094,-0.012909,0.92215,-0.031456,0.094565,-0.10036
